Example Number,Gorgias Code,NL Translation
102,":- dynamic good_investment/0, urgent_deadline/0, dusk/0, boss_in_office/0, rainy_day/0.
rule(r1, attend_concert, []) :- good_investment.
rule(r2, go_to_theater, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []) :- good_investment, urgent_deadline.
rule(p2, prefer(r2, r1), []) :- good_investment, urgent_deadline, dusk.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- boss_in_office.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- rainy_day.
rule(c5, prefer(c4, c3), []).
complement(go_to_theater, attend_concert).
complement(attend_concert, go_to_theater).","If I have a good investment, I attend a concert. If there is an urgent deadline, I go to the theater. But if I have both a good investment and an urgent deadline, I usually choose to attend the concert. However, if it’s also dusk, I go to the theater instead. If my boss is in the office, I tend to go to the theater. But if it’s a rainy day, I prefer to attend the concert. I can’t go to the theater and attend a concert at the same time."
692,":- dynamic discount_on_flight/0
rule(r1, go_gym, []).
rule(r2, go_to_cinema, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- discount_on_flight.
rule(c1, prefer(p2, p1), []).
complement(go_to_cinema, go_gym).
complement(go_gym, go_to_cinema).","I can either go to the gym or go to the cinema. Usually, I choose to go to the gym. However, if there’s a discount on the flight, I go to the cinema instead. I can’t go to the gym and go to the cinema at the same time."
225,":- dynamic , birthday_today/0, got_bonus/0
rule(r1, visit_family, []).
rule(r2, buy_groceries, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- birthday_today.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- got_bonus.
rule(c3, prefer(c2, c1), []).
complement(buy_groceries, visit_family).
complement(visit_family, buy_groceries).","I can either visit family or buy groceries. Usually, I prefer to visit family. However, if today is my birthday, I choose to buy groceries instead. If I got a bonus, I tend to visit family. I can’t visit family and buy groceries at the same time."
683,":- dynamic boss_in_office/0, new_restaurant_to_try/0
rule(r1, cycle_to_work, []) :- boss_in_office.
rule(r2, make_coffee, []) :- boss_in_office.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_restaurant_to_try.
rule(c1, prefer(p2, p1), []).
complement(make_coffee, cycle_to_work).
complement(cycle_to_work, make_coffee).","If my boss is in the office, I can either cycle to work or make coffee. Generally, I choose to cycle to work. However, if there's a new restaurant to try, I make coffee instead. I can’t cycle to work and make coffee at the same time."
302,":- dynamic weekend/0, family_gathering/0, low_budget/0, unexpected_expense/0, lunch_time/0.
rule(r1, make_coffee, []) :- weekend.
rule(r2, go_to_restaurant, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- weekend, family_gathering.
rule(p2, prefer(r2, r1), []) :- weekend, family_gathering, low_budget.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- unexpected_expense.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- lunch_time.
rule(c5, prefer(c4, c3), []).
complement(go_to_restaurant, make_coffee).
complement(make_coffee, go_to_restaurant).","If it's the weekend, I make coffee. If there is a family gathering, I go to a restaurant. But if it’s both the weekend and there is a family gathering, I usually make coffee. If I also have a low budget, I prefer to go to the restaurant instead. However, if there is an unexpected expense, I tend to go back to making coffee. If it’s lunchtime, I usually prefer to go to the restaurant. If I have a new restaurant to try, I go back to making coffee. I can’t make coffee and go to the restaurant at the same time."
224,":- dynamic subscription_due/0.
rule(r1, buy_groceries, []) :- subscription_due.
rule(r2, explore_city, []) :- subscription_due.
rule(p1, prefer(r1, r2), []).
complement(explore_city, buy_groceries).
complement(buy_groceries, explore_city).","If my subscription is due, I can either buy groceries or explore the city. Usually, I choose to buy groceries. I can’t explore the city and buy groceries at the same time."
525,":- dynamic .
rule(r1, finish_report, []).
rule(r2, make_coffee, []).
rule(p1, prefer(r1, r2), []).
complement(make_coffee, finish_report).
complement(finish_report, make_coffee).","I can either finish the report or make coffee. Usually, I choose to finish the report. I can’t finish the report and make coffee at the same time."
105,":- dynamic .
rule(r1, visit_museum, []).
rule(r2, swim_session, []).
rule(p1, prefer(r1, r2), []).
complement(swim_session, visit_museum).
complement(visit_museum, swim_session).","I can either visit the museum or have a swim session. Usually, I choose to visit the museum. I can’t visit the museum and have a swim session at the same time."
455,":- dynamic night_time/0, urgent_deadline/0, project_extension/0, client_feedback/0.
rule(r1, take_bus, []) :- night_time.
rule(r2, go_to_restaurant, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []) :- night_time, urgent_deadline.
rule(p2, prefer(r2, r1), []) :- night_time, urgent_deadline, project_extension.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- client_feedback.
rule(c3, prefer(c2, c1), []).
complement(go_to_restaurant, take_bus).
complement(take_bus, go_to_restaurant).","If it’s nighttime, I take the bus. If there’s an urgent deadline, I go to a restaurant. But if it’s both nighttime and there’s an urgent deadline, I usually take the bus. However, if I also have a project extension, I prefer to go to the restaurant instead. If I receive client feedback, I tend to take the bus. I can’t go to the restaurant and take the bus at the same time."
867,":- dynamic afternoon/0, project_extension/0, hail_storm/0.
rule(r1, clean_house, []) :- afternoon.
rule(r2, travel_abroad, []) :- project_extension.
rule(p1, prefer(r1, r2), []) :- afternoon, project_extension.
rule(p2, prefer(r2, r1), []) :- afternoon, project_extension, hail_storm.
rule(c1, prefer(p2, p1), []).
complement(travel_abroad, clean_house).
complement(clean_house, travel_abroad).","If it’s afternoon, I clean the house. If I have a project extension, I travel abroad. But if it’s both afternoon and I have a project extension, I usually clean the house. However, if it’s also hailing, I travel abroad instead. I can’t clean the house and travel abroad at the same time."
922,":- dynamic .
rule(r1, give_presentation, []).
rule(r2, go_to_park, []).
rule(p1, prefer(r1, r2), []).
complement(go_to_park, give_presentation).
complement(give_presentation, go_to_park).","I can either give a presentation or go to the park. Usually, I choose to give the presentation. I can’t give the presentation and go to the park at the same time."
565,":- dynamic afternoon/0
rule(r1, do_laundry, []).
rule(r2, organize_workspace, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- afternoon.
rule(c1, prefer(p2, p1), []).
complement(organize_workspace, do_laundry).
complement(do_laundry, organize_workspace).","I can either do the laundry or organize my workspace. Usually, I choose to do the laundry. However, if it's the afternoon, I tend to organize my workspace instead. I can’t do the laundry and organize my workspace at the same time."
839,":- dynamic .
rule(r1, schedule_meeting, []).
rule(r2, take_train, []).
rule(p1, prefer(r1, r2), []).
complement(take_train, schedule_meeting).
complement(schedule_meeting, take_train).","I can either schedule a meeting or take the train. Usually, I choose to schedule a meeting. I can’t schedule a meeting and take the train at the same time."
526,":- dynamic hail_storm/0, vacation_planned/0, hot_day/0, early_morning/0, job_interview/0.
rule(r1, submit_timesheet, []) :- hail_storm.
rule(r2, visit_family, []) :- vacation_planned.
rule(p1, prefer(r1, r2), []) :- hail_storm, vacation_planned.
rule(p2, prefer(r2, r1), []) :- hail_storm, vacation_planned, hot_day.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- early_morning.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- job_interview.
rule(c5, prefer(c4, c3), []).
complement(visit_family, submit_timesheet).
complement(submit_timesheet, visit_family).","If there's a hail storm, I submit my timesheet. If I have a vacation planned, I visit family. But if it's both a hail storm and I have a vacation planned, I usually submit my timesheet. However, if it's also a hot day, I prefer to visit family instead. If it's early morning, I tend to submit my timesheet. But if I have a job interview, I usually visit family. I can’t submit my timesheet and visit family at the same time."
749,":- dynamic .
rule(r1, submit_timesheet, []).
rule(r2, make_coffee, []).
rule(p1, prefer(r1, r2), []).
complement(make_coffee, submit_timesheet).
complement(submit_timesheet, make_coffee).","I can either submit my timesheet or make coffee. Usually, I choose to submit my timesheet. I can’t submit my timesheet and make coffee at the same time."
972,":- dynamic community_event/0, moving_house/0, good_investment/0
rule(r1, do_laundry, []) :- community_event.
rule(r2, attend_concert, []) :- community_event.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- moving_house.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_investment.
rule(c3, prefer(c2, c1), []).
complement(attend_concert, do_laundry).
complement(do_laundry, attend_concert).","If there is a community event, I can either do laundry or attend a concert. Usually, I choose to do laundry. However, if I am moving house, I attend the concert instead. If I have a good investment opportunity, I go back to doing laundry. I can’t do laundry and attend the concert at the same time."
124,":- dynamic good_investment/0
rule(r1, attend_workshop, []).
rule(r2, go_to_cinema, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- good_investment.
rule(c1, prefer(p2, p1), []).
complement(go_to_cinema, attend_workshop).
complement(attend_workshop, go_to_cinema).","I can either attend a workshop or go to the cinema. Usually, I prefer to attend the workshop. However, if I believe it’s a good investment, I choose to go to the cinema instead. I can’t attend the workshop and go to the cinema at the same time."
799,":- dynamic humid_day/0, school_reunion/0
rule(r1, cook_dinner, []) :- humid_day.
rule(r2, plan_meals, []) :- humid_day.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- school_reunion.
rule(c1, prefer(p2, p1), []).
complement(plan_meals, cook_dinner).
complement(cook_dinner, plan_meals).","If it's a humid day, I can either cook dinner or plan meals. Usually, I choose to cook dinner. However, if there's a school reunion, I plan meals instead. I can’t cook dinner and plan meals at the same time."
956,":- dynamic school_reunion/0, family_gathering/0, morning_rush/0, night_time/0.
rule(r1, clean_house, []) :- school_reunion.
rule(r2, go_to_theater, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- school_reunion, family_gathering.
rule(p2, prefer(r2, r1), []) :- school_reunion, family_gathering, morning_rush.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- night_time.
rule(c3, prefer(c2, c1), []).
complement(go_to_theater, clean_house).
complement(clean_house, go_to_theater).","If there is a school reunion, I clean the house. If there is a family gathering, I go to the theater. But if there is both a school reunion and a family gathering, I usually clean the house. However, if it’s also during the morning rush, I prefer to go to the theater instead. If it’s nighttime, I choose to clean the house. I can’t clean the house and go to the theater at the same time."
422,":- dynamic rainy_day/0, concert_nearby/0, subscription_due/0, feeling_sick/0, weekend/0.
rule(r1, visit_doctor, []) :- rainy_day.
rule(r2, pay_bills, []) :- concert_nearby.
rule(p1, prefer(r1, r2), []) :- rainy_day, concert_nearby.
rule(p2, prefer(r2, r1), []) :- rainy_day, concert_nearby, subscription_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- feeling_sick.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- weekend.
rule(c5, prefer(c4, c3), []).
complement(pay_bills, visit_doctor).
complement(visit_doctor, pay_bills).","If it’s a rainy day, I visit the doctor. If there’s a concert nearby, I pay my bills. But if it’s both a rainy day and there’s a concert nearby, I usually prefer to visit the doctor. However, if my subscription is due as well, I choose to pay my bills instead. If I’m feeling sick, I tend to visit the doctor. But if it’s the weekend, I go back to paying my bills. I can’t pay my bills and visit the doctor at the same time."
